농약명(한글),농약명(영어),식품명,잔류허용기준(mg/kg),max_residue_limit,condition_code
페니트로티온,Fenitrothion,포도,0.3,0.3,
페니트로티온,Fenitrothion,포유류고기,0.05f,0.05,f
페니트로티온,Fenitrothion,풋마늘,0.05,0.05,
페니트로티온,Fenitrothion,풋콩,0.3,0.3,
페니트로티온,Fenitrothion,피망,0.5,0.5,
페니트로티온,Fenitrothion,향신씨,7.0†,7,†
페니트로티온,Fenitrothion,호두,0.05,0.05,
페니트로티온,Fenitrothion,호프,30,30,
페림존,Ferimzone,쌀,2,2,
페톡사미드,Pethoxamid,쌀,0.03,0.03,
펜디메탈린,Pendimethalin,가금류고기,0.01,0.01,
펜디메탈린,Pendimethalin,가금류부산물,0.01,0.01,
펜디메탈린,Pendimethalin,가금류지방,0.01,0.01,
펜디메탈린,Pendimethalin,감귤류,0.05†,0.05,†
펜디메탈린,Pendimethalin,감자,0.05,0.05,
펜디메탈린,Pendimethalin,고구마,0.05,0.05,
펜디메탈린,Pendimethalin,고구마줄기,0.05,0.05,
펜디메탈린,Pendimethalin,고수(잎),0.3,0.3,
펜디메탈린,Pendimethalin,고추,0.05,0.05,
펜디메탈린,Pendimethalin,고춧잎,0.05,0.05,
펜디메탈린,Pendimethalin,구기자,0.05,0.05,
펜디메탈린,Pendimethalin,근채류,0.02R,0.02,R
펜디메탈린,Pendimethalin,달래,0.05,0.05,
펜디메탈린,Pendimethalin,당근,0.2,0.2,
펜디메탈린,Pendimethalin,대두,0.05,0.05,
펜디메탈린,Pendimethalin,도라지,0.1,0.1,
펜디메탈린,Pendimethalin,두류,0.2,0.2,
펜디메탈린,Pendimethalin,딸기,0.05,0.05,
펜디메탈린,Pendimethalin,땅콩,0.05†,0.05,†
펜디메탈린,Pendimethalin,마,0.1,0.1,
펜디메탈린,Pendimethalin,마(건조),0.1,0.1,
펜디메탈린,Pendimethalin,마늘,0.05,0.05,
펜디메탈린,Pendimethalin,머위,0.05,0.05,
펜디메탈린,Pendimethalin,면실,0.05†,0.05,†
펜디메탈린,Pendimethalin,밀,0.05†,0.05,†
펜디메탈린,Pendimethalin,배추,0.07,0.07,
펜디메탈린,Pendimethalin,보리,0.2,0.2,
펜디메탈린,Pendimethalin,복숭아,0.05†,0.05,†
펜디메탈린,Pendimethalin,부추,0.05,0.05,
펜디메탈린,Pendimethalin,브로콜리,0.05,0.05,
펜디메탈린,Pendimethalin,비트(뿌리),0.05,0.05,
펜디메탈린,Pendimethalin,비트(잎),0.05,0.05,
펜디메탈린,Pendimethalin,사과,0.05,0.05,
펜디메탈린,Pendimethalin,상추,4.0†,4,†
펜디메탈린,Pendimethalin,생강,0.05,0.05,
펜디메탈린,Pendimethalin,셀러리,0.09†,0.09,†
펜디메탈린,Pendimethalin,수수,0.05†,0.05,†
펜디메탈린,Pendimethalin,쌀,0.05,0.05,
펜디메탈린,Pendimethalin,아몬드,0.05†,0.05,†
펜디메탈린,Pendimethalin,아스파라거스,0.1†,0.1,†
펜디메탈린,Pendimethalin,알,0.01,0.01,
펜디메탈린,Pendimethalin,양배추,0.05,0.05,
펜디메탈린,Pendimethalin,양파,0.05,0.05,
펜디메탈린,Pendimethalin,엇갈이배추,0.07,0.07,
펜디메탈린,Pendimethalin,옥수수,0.2,0.2,
펜디메탈린,Pendimethalin,유,0.02,0.02,
펜디메탈린,Pendimethalin,참나물,0.07,0.07,
펜디메탈린,Pendimethalin,체리,0.05†,0.05,†
펜디메탈린,Pendimethalin,콜라비,0.05,0.05,
펜디메탈린,Pendimethalin,키위,0.05†,0.05,†
펜디메탈린,Pendimethalin,토마토,0.05†,0.05,†
펜디메탈린,Pendimethalin,파,0.05,0.05,
펜디메탈린,Pendimethalin,파(건조),0.7,0.7,
펜디메탈린,Pendimethalin,포도,0.05†,0.05,†
펜디메탈린,Pendimethalin,포유류고기,0.3f,0.3,f
펜디메탈린,Pendimethalin,포유류부산물,0.05,0.05,
펜디메탈린,Pendimethalin,풋마늘,0.05,0.05,
펜디메탈린,Pendimethalin,풋콩,0.05,0.05,
펜디메탈린,Pendimethalin,피망,0.05†,0.05,†
펜디메탈린,Pendimethalin,해바라기씨,0.05†,0.05,†
펜디메탈린,Pendimethalin,향신씨,0.04†,0.04,†
펜디메탈린,Pendimethalin,호프,0.05†,0.05,†
펜발러레이트,Fenvalerate,가금류고기,0.01f,0.01,f
펜발러레이트,Fenvalerate,가금류부산물,0.01,0.01,
펜발러레이트,Fenvalerate,감귤,0.2,0.2,
펜발러레이트,Fenvalerate,갓,4,4,
펜발러레이트,Fenvalerate,견과류,0.15†,0.15,†
펜발러레이트,Fenvalerate,고추,2,2,
펜발러레이트,Fenvalerate,고추냉이(잎),10,10,
펜발러레이트,Fenvalerate,과일류,3.0T,3,T
펜발러레이트,Fenvalerate,대두,0.05T,0.05,T
펜발러레이트,Fenvalerate,무(뿌리),0.05,0.05,
펜발러레이트,Fenvalerate,무(잎),3,3,
펜발러레이트,Fenvalerate,밀,0.05†,0.05,†
펜발러레이트,Fenvalerate,밤,0.05,0.05,
펜발러레이트,Fenvalerate,배추,0.3,0.3,
펜발러레이트,Fenvalerate,복숭아,5.0T,5,T
펜발러레이트,Fenvalerate,브로콜리,0.1,0.1,
펜발러레이트,Fenvalerate,상추,2,2,
펜발러레이트,Fenvalerate,순무,0.2,0.2,
펜발러레이트,Fenvalerate,쑥갓,3,3,
펜발러레이트,Fenvalerate,알,0.01,0.01,
펜발러레이트,Fenvalerate,양배추,0.5,0.5,
펜발러레이트,Fenvalerate,엇갈이배추,1,1,
펜발러레이트,Fenvalerate,엽경채류,2,2,
펜발러레이트,Fenvalerate,엽채류,5,5,
펜발러레이트,Fenvalerate,오이,0.2,0.2,
펜발러레이트,Fenvalerate,옥수수,2.0T,2,T
펜발러레이트,Fenvalerate,유,0.1F,0.1,F
펜발러레이트,Fenvalerate,유채,4,4,
펜발러레이트,Fenvalerate,인과류,2,2,
펜발러레이트,Fenvalerate,참깨,0.5T,0.5,T
펜발러레이트,Fenvalerate,참나물,1,1,
펜발러레이트,Fenvalerate,청경채,4,4,
펜발러레이트,Fenvalerate,체리,0.5,0.5,
펜발러레이트,Fenvalerate,취나물,3,3,
펜발러레이트,Fenvalerate,치커리,1,1,
펜발러레이트,Fenvalerate,포유류고기,1.0f,1,f
펜발러레이트,Fenvalerate,포유류부산물,0.02,0.02,
펜발러레이트,Fenvalerate,피망,2,2,
펜발러레이트,Fenvalerate,향신씨,0.05,0.05,
펜발러레이트,Fenvalerate,향신열매,0.05,0.05,
펜뷰코나졸,Fenbuconazole,가금류고기,0.05,0.05,
펜뷰코나졸,Fenbuconazole,가금류부산물,0.05,0.05,
펜뷰코나졸,Fenbuconazole,가금류지방,0.05,0.05,
펜뷰코나졸,Fenbuconazole,감,0.3,0.3,
펜뷰코나졸,Fenbuconazole,감귤류,0.5†,0.5,†
펜뷰코나졸,Fenbuconazole,고추,0.5,0.5,
펜뷰코나졸,Fenbuconazole,딸기,0.5,0.5,
펜뷰코나졸,Fenbuconazole,레몬,1.0†,1,†
펜뷰코나졸,Fenbuconazole,매실,2,2,
펜뷰코나졸,Fenbuconazole,밀,0.1†,0.1,†
펜뷰코나졸,Fenbuconazole,바나나,0.02†,0.02,†
펜뷰코나졸,Fenbuconazole,배,0.5,0.5,
펜뷰코나졸,Fenbuconazole,복숭아,2,2,
펜뷰코나졸,Fenbuconazole,블루베리,0.3†,0.3,†
펜뷰코나졸,Fenbuconazole,사과,0.7,0.7,
펜뷰코나졸,Fenbuconazole,소간,0.05,0.05,
펜뷰코나졸,Fenbuconazole,소고기,0.05,0.05,
펜뷰코나졸,Fenbuconazole,소신장,0.05,0.05,
펜뷰코나졸,Fenbuconazole,소지방,0.05,0.05,
펜뷰코나졸,Fenbuconazole,수박,0.2,0.2,
펜뷰코나졸,Fenbuconazole,쌀,0.05,0.05,
펜뷰코나졸,Fenbuconazole,알,0.05,0.05,
펜뷰코나졸,Fenbuconazole,오미자,3,3,
펜뷰코나졸,Fenbuconazole,오미자(건조),3,3,
펜뷰코나졸,Fenbuconazole,오이,0.3,0.3,
펜뷰코나졸,Fenbuconazole,우유,0.05,0.05,
펜뷰코나졸,Fenbuconazole,참외,0.2,0.2,
펜뷰코나졸,Fenbuconazole,체리,1.0†,1,†
펜뷰코나졸,Fenbuconazole,크랜베리,0.8†,0.8,†
펜뷰코나졸,Fenbuconazole,토마토,0.5,0.5,
펜뷰코나졸,Fenbuconazole,피망,0.5,0.5,
펜뷰타틴옥사이드,Fenbutatin oxide,닭고기,0.05,0.05,
펜뷰타틴옥사이드,Fenbutatin oxide,닭부산물,0.05,0.05,
펜뷰타틴옥사이드,Fenbutatin Oxide,딸기,3,3,
펜뷰타틴옥사이드,Fenbutatin Oxide,배,1,1,
펜뷰타틴옥사이드,Fenbutatin Oxide,사과,2,2,
펜뷰타틴옥사이드,Fenbutatin oxide,알,0.05,0.05,
펜뷰타틴옥사이드,Fenbutatin oxide,유,0.05,0.05,
펜뷰타틴옥사이드,Fenbutatin Oxide,포도,5.0†,5,†
펜뷰타틴옥사이드,Fenbutatin oxide,포유류고기,0.05,0.05,
펜뷰타틴옥사이드,Fenbutatin oxide,포유류부산물,0.2,0.2,
펜사이큐론,Pencycuron,건삼,0.7,0.7,
펜사이큐론,Pencycuron,고구마,0.05,0.05,
펜사이큐론,Pencycuron,고구마줄기,0.05,0.05,
펜사이큐론,Pencycuron,고추,0.05,0.05,
펜사이큐론,Pencycuron,당근,0.05,0.05,
펜사이큐론,Pencycuron,대두,0.05,0.05,
펜사이큐론,Pencycuron,도라지,0.05,0.05,
펜사이큐론,Pencycuron,들깻잎,30,30,
펜사이큐론,Pencycuron,딸기,2,2,
펜사이큐론,Pencycuron,땅콩,0.05,0.05,
펜사이큐론,Pencycuron,마,0.05,0.05,
펜사이큐론,Pencycuron,마늘,0.1,0.1,
펜사이큐론,Pencycuron,배추,0.05,0.05,
펜사이큐론,Pencycuron,부추,15,15,
펜사이큐론,Pencycuron,브로콜리,0.05,0.05,
펜사이큐론,Pencycuron,생강,1,1,
펜사이큐론,Pencycuron,셀러리,15,15,
펜사이큐론,Pencycuron,수박,0.05,0.05,
펜사이큐론,Pencycuron,수삼,0.7,0.7,
펜사이큐론,Pencycuron,수수,10,10,
펜사이큐론,Pencycuron,쌀,0.3,0.3,
펜사이큐론,Pencycuron,아욱,7,7,
펜사이큐론,Pencycuron,양배추,0.05,0.05,
펜사이큐론,Pencycuron,양파,0.05,0.05,
펜사이큐론,Pencycuron,엇갈이배추,0.05,0.05,
펜사이큐론,Pencycuron,엽경채류,10,10,
펜사이큐론,Pencycuron,엽채류,20,20,
펜사이큐론,Pencycuron,오디,3,3,
펜사이큐론,Pencycuron,옥수수,0.03,0.03,
펜사이큐론,Pencycuron,우엉,0.05,0.05,
펜사이큐론,Pencycuron,인삼농축액,0.7,0.7,
펜사이큐론,Pencycuron,참나물,30,30,
펜사이큐론,Pencycuron,파,0.05,0.05,
펜사이큐론,Pencycuron,풋마늘,0.05,0.05,
펜사이큐론,Pencycuron,풋콩,1.5,1.5,
펜사이큐론,Pencycuron,피망,0.05,0.05,
펜사이큐론,Pencycuron,호박,0.05,0.05,
펜사이큐론,Pencycuron,호박잎,0.05,0.05,
펜사이큐론,Pencycuron,홍삼,0.7,0.7,
펜사이큐론,Pencycuron,홍삼농축액,0.7,0.7,
펜설포티온,Fensulfothion,가금류고기,0.01,0.01,
펜설포티온,Fensulfothion,돼지고기,0.02,0.02,
펜설포티온,Fensulfothion,말고기,0.02,0.02,
펜설포티온,Fensulfothion,소고기,0.02,0.02,
펜설포티온,Fensulfothion,알,0.01,0.01,
펜설포티온,Fensulfothion,양고기,0.02,0.02,
펜설포티온,Fensulfothion,염소고기,0.02,0.02,
펜코나졸,Penconazole,달걀,0.05,0.05,
펜코나졸,Penconazole,닭고기,0.05,0.05,
펜코나졸,Penconazole,소고기,0.05,0.05,
펜코나졸,Penconazole,소부산물,0.05,0.05,
펜코나졸,Penconazole,우유,0.01,0.01,
펜코나졸,Penconazole,포도,0.2†,0.2,†
펜퀴노트리온,Fenquinotrione,쌀,0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,감귤류,1,1,
펜토에이트,Phenthoate ∶ PAP,갓,3,3,
펜토에이트,Phenthoate ∶ PAP,갯기름나물,3,3,
펜토에이트,Phenthoate ∶ PAP,겨자채,3,3,
펜토에이트,Phenthoate ∶ PAP,고수(잎),3,3,
펜토에이트,Phenthoate ∶ PAP,근대,3,3,
펜토에이트,Phenthoate ∶ PAP,기장,2,2,
펜토에이트,Phenthoate ∶ PAP,냉이,3,3,
펜토에이트,Phenthoate ∶ PAP,당근,0.2,0.2,
펜토에이트,Phenthoate ∶ PAP,들깻잎,7,7,
펜토에이트,Phenthoate ∶ PAP,레몬,2,2,
펜토에이트,Phenthoate ∶ PAP,매실,0.7,0.7,
펜토에이트,Phenthoate ∶ PAP,머위,3,3,
펜토에이트,Phenthoate ∶ PAP,무(뿌리),0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,무(잎),0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,밤,0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,배추,0.03,0.03,
펜토에이트,Phenthoate ∶ PAP,복분자,1,1,
펜토에이트,Phenthoate ∶ PAP,브로콜리,0.2,0.2,
펜토에이트,Phenthoate ∶ PAP,사과,0.2,0.2,
펜토에이트,Phenthoate ∶ PAP,산마늘잎,9,9,
펜토에이트,Phenthoate ∶ PAP,상추,3,3,
펜토에이트,Phenthoate ∶ PAP,소고기,0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,수수,0.1,0.1,
펜토에이트,Phenthoate ∶ PAP,순무,0.15,0.15,
펜토에이트,Phenthoate ∶ PAP,시금치,2,2,
펜토에이트,Phenthoate ∶ PAP,쌀,0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,쑥,0.5,0.5,
펜토에이트,Phenthoate ∶ PAP,쑥갓,3,3,
펜토에이트,Phenthoate ∶ PAP,아로니아,3,3,
펜토에이트,Phenthoate ∶ PAP,아스파라거스,0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,양배추,2,2,
펜토에이트,Phenthoate ∶ PAP,양상추,3,3,
펜토에이트,Phenthoate ∶ PAP,양송이버섯,0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,엇갈이배추,0.1,0.1,
펜토에이트,Phenthoate ∶ PAP,오디,0.5,0.5,
펜토에이트,Phenthoate ∶ PAP,오이,0.2,0.2,
펜토에이트,Phenthoate ∶ PAP,옥수수,0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,유자,2,2,
펜토에이트,Phenthoate ∶ PAP,조,0.05,0.05,
펜토에이트,Phenthoate ∶ PAP,참나물,3,3,
펜토에이트,Phenthoate ∶ PAP,참외,1,1,
펜토에이트,Phenthoate ∶ PAP,체리,0.7,0.7,
펜토에이트,Phenthoate ∶ PAP,치커리,3,3,
펜토에이트,Phenthoate ∶ PAP,치커리(뿌리),0.15,0.15,
펜토에이트,Phenthoate ∶ PAP,파슬리,3,3,
펜토에이트,Phenthoate ∶ PAP,표고버섯,0.07,0.07,
펜톡사존,Pentoxazone,쌀,0.05,0.05,
펜트라자마이드,Fentrazamide,쌀,0.1,0.1,
펜티오피라드,Penthiopyrad,가금류고기,0.03,0.03,
펜티오피라드,Penthiopyrad,가금류부산물,0.03,0.03,
펜티오피라드,Penthiopyrad,가금류지방,0.03,0.03,
펜티오피라드,Penthiopyrad,가지,2,2,
펜티오피라드,Penthiopyrad,감,0.7,0.7,
펜티오피라드,Penthiopyrad,감귤,0.7,0.7,
펜티오피라드,Penthiopyrad,감자,0.05†,0.05,†
펜티오피라드,Penthiopyrad,건삼,3,3,
펜티오피라드,Penthiopyrad,견과류,0.05†,0.05,†
펜티오피라드,Penthiopyrad,고구마,0.05,0.05,
펜티오피라드,Penthiopyrad,고구마줄기,0.05,0.05,
펜티오피라드,Penthiopyrad,고사리(건조),0.2,0.2,
펜티오피라드,Penthiopyrad,고추,3,3,
펜티오피라드,Penthiopyrad,귀리,0.2,0.2,
펜티오피라드,Penthiopyrad,녹두,0.05,0.05,
펜티오피라드,Penthiopyrad,당귀(잎),15,15,
펜티오피라드,Penthiopyrad,당근,2,2,
펜티오피라드,Penthiopyrad,대추,2,2,
펜티오피라드,Penthiopyrad,대추(건조),3,3,
펜티오피라드,Penthiopyrad,더덕,0.05,0.05,
펜티오피라드,Penthiopyrad,도라지,0.05,0.05,
펜티오피라드,Penthiopyrad,돼지감자,0.05,0.05,
펜티오피라드,Penthiopyrad,두류,0.09†,0.09,†
펜티오피라드,Penthiopyrad,들깻잎,15,15,
펜티오피라드,Penthiopyrad,딸기,1,1,
펜티오피라드,Penthiopyrad,땅콩,0.04†,0.04,†
펜티오피라드,Penthiopyrad,레몬,0.7,0.7,
펜티오피라드,Penthiopyrad,로즈마리(생),25,25,
펜티오피라드,Penthiopyrad,마늘,0.05,0.05,
펜티오피라드,Penthiopyrad,망고,0.5,0.5,
펜티오피라드,Penthiopyrad,매실,1,1,
펜티오피라드,Penthiopyrad,머위,15,15,
펜티오피라드,Penthiopyrad,메밀,1,1,
펜티오피라드,Penthiopyrad,멜론,0.7,0.7,
펜티오피라드,Penthiopyrad,무(뿌리),0.05,0.05,
펜티오피라드,Penthiopyrad,무화과,1,1,
펜티오피라드,Penthiopyrad,미나리,0.2,0.2,
펜티오피라드,Penthiopyrad,민들레,2,2,
펜티오피라드,Penthiopyrad,밀,0.1†,0.1,†
펜티오피라드,Penthiopyrad,방아잎,15,15,
펜티오피라드,Penthiopyrad,배추,5,5,
펜티오피라드,Penthiopyrad,보리,0.3†,0.3,†
펜티오피라드,Penthiopyrad,복분자,0.5,0.5,
펜티오피라드,Penthiopyrad,복숭아,0.7,0.7,
펜티오피라드,Penthiopyrad,부추,2,2,
펜티오피라드,Penthiopyrad,브로콜리,5.0†,5,†
펜티오피라드,Penthiopyrad,블루베리,0.07,0.07,
펜티오피라드,Penthiopyrad,비트(뿌리),0.07,0.07,
펜티오피라드,Penthiopyrad,살구,0.9,0.9,
펜티오피라드,Penthiopyrad,삼채,1,1,
펜티오피라드,Penthiopyrad,상추,20†,20,†
펜티오피라드,Penthiopyrad,셀러리,15†,15,†
펜티오피라드,Penthiopyrad,수박,0.1,0.1,
펜티오피라드,Penthiopyrad,수삼,0.7,0.7,
펜티오피라드,Penthiopyrad,쌀,0.05,0.05,
펜티오피라드,Penthiopyrad,아스파라거스,5,5,
펜티오피라드,Penthiopyrad,알,0.03,0.03,
펜티오피라드,Penthiopyrad,앵두,0.9,0.9,
펜티오피라드,Penthiopyrad,양배추,3,3,
펜티오피라드,Penthiopyrad,양상추,15,15,
펜티오피라드,Penthiopyrad,양파,0.7†,0.7,†
펜티오피라드,Penthiopyrad,엇갈이배추,15,15,
펜티오피라드,Penthiopyrad,여주,0.8,0.8,
펜티오피라드,Penthiopyrad,엽채류,15,15,
펜티오피라드,Penthiopyrad,오디,2,2,
펜티오피라드,Penthiopyrad,오미자,0.5,0.5,
펜티오피라드,Penthiopyrad,오미자(건조),1.5,1.5,
펜티오피라드,Penthiopyrad,오이,0.5,0.5,
펜티오피라드,Penthiopyrad,유,0.04,0.04,
펜티오피라드,Penthiopyrad,유자,0.7,0.7,
펜티오피라드,Penthiopyrad,유채,2,2,
펜티오피라드,Penthiopyrad,유채씨,0.05,0.05,
펜티오피라드,Penthiopyrad,인과류,0.5†,0.5,†
펜티오피라드,Penthiopyrad,자두,0.2,0.2,
펜티오피라드,Penthiopyrad,참깨,0.03,0.03,
펜티오피라드,Penthiopyrad,참나물,15,15,
펜티오피라드,Penthiopyrad,참외,0.5,0.5,
펜티오피라드,Penthiopyrad,체리,4.0†,4,†
펜티오피라드,Penthiopyrad,콜라비,1,1,
펜티오피라드,Penthiopyrad,키위,2,2,
펜티오피라드,Penthiopyrad,토마토,2,2,
펜티오피라드,Penthiopyrad,파,7,7,
펜티오피라드,Penthiopyrad,파슬리,15,15,
펜티오피라드,Penthiopyrad,파파야,2,2,
펜티오피라드,Penthiopyrad,포도,2,2,
펜티오피라드,Penthiopyrad,포유류고기,0.04,0.04,
펜티오피라드,Penthiopyrad,포유류부산물,0.08,0.08,
펜티오피라드,Penthiopyrad,포유류지방,0.05,0.05,
펜티오피라드,Penthiopyrad,풋마늘,0.2,0.2,
펜티오피라드,Penthiopyrad,풋콩,0.5,0.5,
펜티오피라드,Penthiopyrad,피망,3,3,
펜티오피라드,Penthiopyrad,해바라기씨,1.5,1.5,
펜티오피라드,Penthiopyrad,호박,0.3,0.3,
펜티오피라드,Penthiopyrad,홍화씨,0.5,0.5,
펜티온,Fenthion : MPP,대두,0.1T,0.1,T
펜티온,Fenthion : MPP,돼지고기,0.1,0.1,
펜티온,Fenthion : MPP,소고기,0.1,0.1,
펜티온,Fenthion : MPP,쌀,0.5,0.5,
펜티온,Fenthion : MPP,유,0.01,0.01,
펜티온,Fenthion : MPP,조,0.05,0.05,
펜프로파트린,Fenpropathrin,가금류고기,0.02f,0.02,f
펜프로파트린,Fenpropathrin,가금류부산물,0.01,0.01,
펜프로파트린,Fenpropathrin,감귤,5,5,
펜프로파트린,Fenpropathrin,감귤류,2.0†,2,†
펜프로파트린,Fenpropathrin,갓,6,6,
펜프로파트린,Fenpropathrin,갯기름나물,5,5,
펜프로파트린,Fenpropathrin,견과류,0.1†,0.1,†
펜프로파트린,Fenpropathrin,고추,0.5,0.5,
펜프로파트린,Fenpropathrin,당근,0.5,0.5,
펜프로파트린,Fenpropathrin,더덕,0.05,0.05,
펜프로파트린,Fenpropathrin,들깻잎,15,15,
펜프로파트린,Fenpropathrin,딸기,2.0†,2,†
펜프로파트린,Fenpropathrin,망고,0.5,0.5,
펜프로파트린,Fenpropathrin,무(뿌리),0.2,0.2,
펜프로파트린,Fenpropathrin,무(잎),1,1,
펜프로파트린,Fenpropathrin,미나리,3,3,
펜프로파트린,Fenpropathrin,부추,1.5,1.5,
펜프로파트린,Fenpropathrin,블루베리,3.0†,3,†
펜프로파트린,Fenpropathrin,비름나물,6,6,
펜프로파트린,Fenpropathrin,상추,10,10,
펜프로파트린,Fenpropathrin,소고기,0.5f,0.5,f
펜프로파트린,Fenpropathrin,소부산물,0.05,0.05,
펜프로파트린,Fenpropathrin,수박,0.2,0.2,
펜프로파트린,Fenpropathrin,시금치,5,5,
펜프로파트린,Fenpropathrin,쑥,0.3,0.3,
펜프로파트린,Fenpropathrin,알,0.01,0.01,
펜프로파트린,Fenpropathrin,엽경채류,3,3,
펜프로파트린,Fenpropathrin,엽채류,4,4,
펜프로파트린,Fenpropathrin,우엉,0.03,0.03,
펜프로파트린,Fenpropathrin,우엉잎,5,5,
펜프로파트린,Fenpropathrin,유,0.1F,0.1,F
펜프로파트린,Fenpropathrin,인과류,3.0†,3,†
펜프로파트린,Fenpropathrin,자두,1.0†,1,†
펜프로파트린,Fenpropathrin,차,3.0†,3,†
펜프로파트린,Fenpropathrin,차즈기(잎),10,10,
펜프로파트린,Fenpropathrin,참나물,6,6,
펜프로파트린,Fenpropathrin,참외,0.3,0.3,
펜프로파트린,Fenpropathrin,체리,5.0†,5,†
펜프로파트린,Fenpropathrin,치커리,7,7,
펜프로파트린,Fenpropathrin,토란,0.05,0.05,
펜프로파트린,Fenpropathrin,토란(줄기),0.5,0.5,
펜프로파트린,Fenpropathrin,토마토,2,2,
펜프로파트린,Fenpropathrin,패션프루트,0.5,0.5,
펜프로파트린,Fenpropathrin,포유류고기(소고기 제외),0.01,0.01,
펜프로파트린,Fenpropathrin,포유류부산물(소부산물 제외),0.01,0.01,
펜프로파트린,Fenpropathrin,포유류지방,0.03,0.03,
펜프로파트린,Fenpropathrin,피망,1,1,
펜프로피모르프,Fenpropimorph,바나나,2.0†,2,†
펜플루펜,Penflufen,감자,0.01†,0.01,†
펜플루펜,Penflufen,쌀,0.05,0.05,
펜피라자민,Fenpyrazamine,가지,1,1,
펜피라자민,Fenpyrazamine,감귤,2,2,
펜피라자민,Fenpyrazamine,갯개미자리,10,10,
펜피라자민,Fenpyrazamine,건삼,1,1,
펜피라자민,Fenpyrazamine,고추,3,3,
펜피라자민,Fenpyrazamine,달래,1.5,1.5,
펜피라자민,Fenpyrazamine,당근,0.5,0.5,
펜피라자민,Fenpyrazamine,대추,5,5,
펜피라자민,Fenpyrazamine,대추(건조),7,7,
펜피라자민,Fenpyrazamine,도라지,0.07,0.07,
펜피라자민,Fenpyrazamine,들깻잎,50,50,
